Version,Path,Line,Text
Python-3.12.4,"Include/cpython/dictobject.h",57,"buffer over-read"
Python-3.12.4,"Include/object.h",220,"dereference of NULL 'ob'"
Python-3.12.4,"Include/object.h",220,"dereference of NULL 'item'"
Python-3.12.4,"Include/object.h",220,"dereference of NULL 'op'"
Python-3.12.4,"Include/object.h",220,"dereference of NULL 'self'"
Python-3.12.4,"Include/object.h",220,"dereference of NULL 'obj'"
Python-3.12.4,"Include/object.h",220,"dereference of NULL '0'"
Python-3.12.4,"Include/object.h",282,"dereference of NULL 'list'"
Python-3.12.4,"Include/object.h",220,"dereference of NULL 'so'"
Python-3.12.4,"Modules/_blake2/impl/blake2b-ref.c",272,"use of uninitialized value 'v[4]'"
Python-3.12.4,"Modules/_blake2/impl/blake2s-ref.c",264,"use of uninitialized value 'v[4]'"
Python-3.12.4,"Modules/_ctypes/callbacks.c",231,"use of uninitialized value 'space'"
Python-3.12.4,"Modules/_ctypes/cfield.c",125,"dereference of NULL '0'"
Python-3.12.4,"Modules/_cursesmodule.c",1107,"use of uninitialized value 'ch[7]'"
Python-3.12.4,"Modules/_cursesmodule.c",3352,"dereference of NULL 'winobj'"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",365,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",377,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",369,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",373,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",363,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",367,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",371,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",372,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",361,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",355,"array subscript 0 is outside array bounds of 'char[0]'"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",360,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",358,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",362,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",368,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",374,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",359,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",366,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",370,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",356,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/io.c",357,"writing 1 byte into a region of size 0"
Python-3.12.4,"Modules/_decimal/libmpdec/transpose.c",205,"use of uninitialized value 'from'"
Python-3.12.4,"Modules/_decimal/libmpdec/transpose.c",224,"use of uninitialized value 'from'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_MD5.c",1422,"dereference of possibly-NULL 'p'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_MD5.c",47,"dereference of possibly-NULL 'block_state'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_MD5.c",1174,"dereference of possibly-NULL 'p'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_MD5.c",1415,"use of possibly-NULL 'buf' where non-null expected"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_MD5.c",47,"dereference of possibly-NULL 's'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_MD5.c",1417,"dereference of possibly-NULL 'block_state'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA1.c",448,"use of possibly-NULL 'buf' where non-null expected"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA1.c",455,"dereference of possibly-NULL 'p'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA1.c",450,"use of possibly-NULL 'block_state' where non-null expected"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",205,"dereference of possibly-NULL 'hash'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",455,"dereference of possibly-NULL 'p'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",32,"dereference of possibly-NULL 'block_state'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",1180,"dereference of possibly-NULL 'p'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",768,"dereference of possibly-NULL 'p'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",411,"dereference of possibly-NULL 'block_state'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",886,"use of possibly-NULL 'block_state' where non-null expected"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",891,"dereference of possibly-NULL 'p'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",411,"dereference of possibly-NULL 'hash'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",32,"dereference of possibly-NULL 'hash'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",480,"dereference of possibly-NULL 'p'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",205,"dereference of possibly-NULL 'block_state'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",884,"use of possibly-NULL 'buf' where non-null expected"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",473,"use of possibly-NULL 'buf' where non-null expected"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",866,"dereference of possibly-NULL 'p'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",233,"dereference of possibly-NULL 'block_state'"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",475,"use of possibly-NULL 'block_state' where non-null expected"
Python-3.12.4,"Modules/_hacl/Hacl_Hash_SHA2.c",233,"dereference of possibly-NULL 'hash'"
Python-3.12.4,"Modules/_operator.c",770,"dereference of NULL 'left'"
Python-3.12.4,"Modules/_posixsubprocess.c",643,"leak of file descriptor 'dup2(c2pwrite, 1)'"
Python-3.12.4,"Modules/_posixsubprocess.c",636,"leak of file descriptor 'dup2(p2cread, 0)'"
Python-3.12.4,"Modules/_posixsubprocess.c",650,"leak of file descriptor 'dup2(errwrite, 2)'"
Python-3.12.4,"Modules/_ssl.c",847,"dereference of NULL 'inbio'"
Python-3.12.4,"Modules/_struct.c",2299,"dereference of NULL 's_object'"
Python-3.12.4,"Modules/_struct.c",1398,"dereference of NULL '0'"
Python-3.12.4,"Modules/_testbuffer.c",492,"use of NULL 'p' where non-null expected"
Python-3.12.4,"Modules/_testbuffer.c",496,"use of NULL 'p' where non-null expected"
Python-3.12.4,"Modules/_testcapi/heaptype_relative.c",226,"dereference of NULL 'def'"
Python-3.12.4,"Modules/_testsinglephase.c",102,"dereference of NULL 'state'"
Python-3.12.4,"Modules/_testsinglephase.c",62,"dereference of NULL 'state'"
Python-3.12.4,"Modules/arraymodule.c",897,"use of NULL where non-null expected"
Python-3.12.4,"Modules/arraymodule.c",835,"use of NULL where non-null expected"
Python-3.12.4,"Modules/expat/siphash.h",252,"use of uninitialized value '*H.buf[1]'"
Python-3.12.4,"Modules/expat/siphash.h",249,"use of uninitialized value '*H.buf[2]'"
Python-3.12.4,"Modules/expat/siphash.h",240,"use of uninitialized value '*H.buf[5]'"
Python-3.12.4,"Modules/expat/siphash.h",237,"use of uninitialized value '*H.buf[6]'"
Python-3.12.4,"Modules/expat/siphash.h",218,"use of uninitialized value '*H.buf[1]'"
Python-3.12.4,"Modules/expat/siphash.h",246,"use of uninitialized value '*H.buf[3]'"
Python-3.12.4,"Modules/expat/siphash.h",243,"use of uninitialized value '*H.buf[4]'"
Python-3.12.4,"Modules/expat/xmltok.c",392,"'memcpy' writing 2 or more bytes into a region of size 1 overflows the destination"
Python-3.12.4,"Modules/expat/xmltok.c",1374,"use of uninitialized value 'utf8'"
Python-3.12.4,"Modules/faulthandler.c",987,"dereference of NULL '0'"
Python-3.12.4,"Modules/faulthandler.c",1140,"dereferencing pointer 'stop' to within stale stack frame"
Python-3.12.4,"Modules/posixmodule.c",11949,"use of NULL 'path.narrow' where non-null expected"
Python-3.12.4,"Modules/posixmodule.c",12541,"use of NULL 'path.narrow' where non-null expected"
Python-3.12.4,"Modules/posixmodule.c",10460,"leak of file descriptor 'res'"
Python-3.12.4,"Modules/posixmodule.c",9960,"use of NULL 'dst.narrow' where non-null expected"
Python-3.12.4,"Modules/posixmodule.c",12817,"use of NULL 'path.narrow' where non-null expected"
Python-3.12.4,"Modules/posixmodule.c",10461,"leak of file descriptor 'res'"
Python-3.12.4,"Modules/posixmodule.c",9687,"use of NULL 'path.narrow' where non-null expected"
Python-3.12.4,"Modules/posixmodule.c",9966,"use of NULL 'dst.narrow' where non-null expected"
Python-3.12.4,"Modules/posixmodule.c",11699,"use of NULL 'path.narrow' where non-null expected"
Python-3.12.4,"Modules/posixmodule.c",11768,"use of NULL 'path.narrow' where non-null expected"
Python-3.12.4,"Modules/posixmodule.c",9966,"use of NULL 'src.narrow' where non-null expected"
Python-3.12.4,"Modules/posixmodule.c",10280,"use of NULL 'path.narrow' where non-null expected"
Python-3.12.4,"Modules/socketmodule.c",3634,"leak of file descriptor '*s.sock_fd'"
Python-3.12.4,"Modules/socketmodule.c",3633,"leak of file descriptor '*s.sock_fd'"
Python-3.12.4,"Programs/_testembed.c",311,"use of possibly-NULL 'dynamic_xoption' where non-null expected"
Python-3.12.4,"Programs/_testembed.c",310,"use of possibly-NULL 'dynamic_once_warnoption' where non-null expected"
Python-3.12.4,"Objects/bytesobject.c",3399,"use of uninitialized value '&*writer.small_buffer'"
Python-3.12.4,"Objects/bytesobject.c",127,"use of uninitialized value '*str'"
Python-3.12.4,"Objects/bytesobject.c",140,"use of uninitialized value 'str'"
Python-3.12.4,"Objects/frameobject.c",1464,"check of 'f' for NULL after already dereferencing it"
Python-3.12.4,"Objects/genericaliasobject.c",567,"dereference of NULL 'res'"
Python-3.12.4,"Objects/memoryobject.c",620,"dereference of NULL '*mv.view.strides'"
Python-3.12.4,"Objects/setobject.c",606,"buffer over-read"
Python-3.12.4,"Objects/setobject.c",582,"buffer over-read"
Python-3.12.4,"Objects/setobject.c",570,"buffer over-read"
Python-3.12.4,"Objects/setobject.c",604,"buffer over-read"
Python-3.12.4,"Objects/setobject.c",586,"buffer over-read"
Python-3.12.4,"Objects/stringlib/transmogrify.h",319,"buffer overflow"
Python-3.12.4,"Programs/_freeze_module.c",126,"use of possibly-NULL 'filename' where non-null expected"
Python-3.12.4,"Programs/_freeze_module.c",149,"use of possibly-NULL 'varname' where non-null expected"
Python-3.12.4,"Python/ceval.c",2685,"check of 'exc' for NULL after already dereferencing it"
Python-3.12.4,"Python/ceval.c",1350,"dereference of NULL 'args'"
Python-3.12.4,"Python/flowgraph.c",649,"dereference of NULL 'except_stack'"
Python-3.12.4,"Python/flowgraph.c",683,"use of NULL 'stack' where non-null expected"
Python-3.12.4,"Python/flowgraph.c",848,"dereference of NULL 'except_stack'"
Python-3.12.4,"Python/flowgraph.c",656,"dereference of NULL 'except_stack'"
Python-3.12.4,"Python/flowgraph.c",48,"dereference of NULL '0'"
Python-3.12.4,"Python/import.c",2559,"dereference of NULL 'outer_link'"
Python-3.12.4,"Python/initconfig.c",2860,"use of uninitialized value 'opt_index'"
Python-3.12.4,"Python/instrumentation.c",1466,"use of uninitialized value 'all_events.tools[5]'"
Python-3.12.4,,,"dereferencing pointer '<unknown>' to within stale stack frame"
Python-3.12.4,,,"destination object is likely at address zero"
Python-3.12.4,,,"source object is likely at address zero"
Python-3.13.0b4,"Include/cpython/pyatomic_gcc.h",339,"'__atomic_load_4' writing 4 bytes into a region of size 0 overflows the destination"
Python-3.13.0b4,"Include/cpython/pyatomic_gcc.h",63,"write to 'const' object '_Py_InitCleanup'"
Python-3.13.0b4,"Include/cpython/pyatomic_gcc.h",461,"write to 'const' object '_Py_InitCleanup'"
Python-3.13.0b4,"Include/object.h",330,"dereference of NULL '0'"
Python-3.13.0b4,"Include/object.h",305,"dereference of NULL 'op'"
Python-3.13.0b4,"Include/object.h",432,"dereference of NULL 'list'"
Python-3.13.0b4,"Include/object.h",305,"dereference of NULL 'obj'"
Python-3.13.0b4,"Include/object.h",330,"dereference of NULL 'self'"
Python-3.13.0b4,"Include/object.h",330,"dereference of NULL 'item'"
Python-3.13.0b4,"Include/object.h",330,"dereference of NULL 'exc'"
Python-3.13.0b4,"Include/object.h",330,"dereference of NULL 'ob'"
Python-3.13.0b4,"Include/object.h",330,"dereference of NULL 'obj'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",4273,"dereference of NULL 'info'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",4521,"dereference of NULL 'info'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",4808,"dereference of NULL 'stginfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",5196,"dereference of NULL 'stginfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",5253,"dereference of NULL 'stginfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",3274,"dereference of NULL 'p2'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",4272,"dereference of NULL 'info'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",4714,"dereference of NULL 'iteminfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",5017,"dereference of NULL 'info'"
