Version,Path,Line,Text
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",5206,"dereference of NULL 'iteminfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",4274,"dereference of NULL 'info'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",4706,"dereference of NULL 'stginfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",5162,"dereference of NULL 'iteminfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",5393,"dereference of NULL 'stginfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",5400,"dereference of NULL 'iteminfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",4668,"dereference of NULL 'stginfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",3485,"dereference of NULL 'info'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",5046,"dereference of NULL 'info'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",5152,"dereference of NULL 'stginfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",4275,"dereference of NULL 'info'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",4324,"dereference of NULL 'info'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",3274,"dereference of NULL 'p1'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",3446,"dereference of NULL 'info'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",4521,"dereference of NULL 'baseinfo'"
Python-3.13.0b4,"Modules/_ctypes/_ctypes.c",5229,"dereference of NULL 'stginfo'"
Python-3.13.0b4,"Modules/_ctypes/callbacks.c",241,"use of uninitialized value 'space'"
Python-3.13.0b4,"Modules/_ctypes/cfield.c",137,"dereference of NULL '0'"
Python-3.13.0b4,"Modules/_datetimemodule.c",2123,"dereference of NULL 'st'"
Python-3.13.0b4,"Modules/_datetimemodule.c",6716,"dereference of NULL 'st'"
Python-3.13.0b4,"Modules/_datetimemodule.c",2199,"dereference of NULL 'st'"
Python-3.13.0b4,"Modules/_datetimemodule.c",3002,"dereference of NULL 'st'"
Python-3.13.0b4,"Modules/_datetimemodule.c",6474,"dereference of NULL 'st'"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",367,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",364,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",372,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",375,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",362,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",368,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",366,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",361,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",360,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",359,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",363,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",358,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",357,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",378,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",369,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",371,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",370,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",374,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_decimal/libmpdec/io.c",373,"writing 1 byte into a region of size 0"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_MD5.c",1174,"dereference of possibly-NULL 'p'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_MD5.c",47,"dereference of possibly-NULL 's'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_MD5.c",1422,"dereference of possibly-NULL 'p'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_MD5.c",1417,"dereference of possibly-NULL 'block_state'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_MD5.c",1415,"use of possibly-NULL 'buf' where non-null expected"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_MD5.c",47,"dereference of possibly-NULL 'block_state'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA1.c",450,"use of possibly-NULL 'block_state' where non-null expected"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA1.c",455,"dereference of possibly-NULL 'p'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA1.c",448,"use of possibly-NULL 'buf' where non-null expected"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",411,"dereference of possibly-NULL 'hash'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",866,"dereference of possibly-NULL 'p'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",891,"dereference of possibly-NULL 'p'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",32,"dereference of possibly-NULL 'block_state'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",473,"use of possibly-NULL 'buf' where non-null expected"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",475,"use of possibly-NULL 'block_state' where non-null expected"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",205,"dereference of possibly-NULL 'hash'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",205,"dereference of possibly-NULL 'block_state'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",480,"dereference of possibly-NULL 'p'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",32,"dereference of possibly-NULL 'hash'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",233,"dereference of possibly-NULL 'hash'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",233,"dereference of possibly-NULL 'block_state'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",884,"use of possibly-NULL 'buf' where non-null expected"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",1180,"dereference of possibly-NULL 'p'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",455,"dereference of possibly-NULL 'p'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",411,"dereference of possibly-NULL 'block_state'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",768,"dereference of possibly-NULL 'p'"
Python-3.13.0b4,"Modules/_hacl/Hacl_Hash_SHA2.c",886,"use of possibly-NULL 'block_state' where non-null expected"
Python-3.13.0b4,"Modules/_operator.c",773,"dereference of NULL 'left'"
Python-3.13.0b4,"Modules/_posixsubprocess.c",720,"leak of file descriptor 'dup2(p2cread, 0)'"
Python-3.13.0b4,"Modules/_posixsubprocess.c",734,"leak of file descriptor 'dup2(errwrite, 2)'"
Python-3.13.0b4,"Modules/_posixsubprocess.c",727,"leak of file descriptor 'dup2(c2pwrite, 1)'"
Python-3.13.0b4,"Modules/_ssl.c",869,"dereference of NULL 'inbio'"
Python-3.13.0b4,"Modules/_struct.c",1405,"dereference of NULL '0'"
Python-3.13.0b4,"Modules/_struct.c",2313,"dereference of NULL 's_object'"
Python-3.13.0b4,"Modules/_testbuffer.c",493,"use of NULL 'p' where non-null expected"
Python-3.13.0b4,"Modules/_testbuffer.c",489,"use of NULL 'p' where non-null expected"
Python-3.13.0b4,"Modules/_testcapi/exceptions.c",127,"allocated buffer size is not a multiple of the pointee's size"
Python-3.13.0b4,"Modules/_testcapi/exceptions.c",128,"allocated buffer size is not a multiple of the pointee's size"
Python-3.13.0b4,"Modules/_testcapi/exceptions.c",126,"allocated buffer size is not a multiple of the pointee's size"
Python-3.13.0b4,"Modules/_testcapi/exceptions.c",253,"allocated buffer size is not a multiple of the pointee's size"
Python-3.13.0b4,"Modules/_testcapimodule.c",3166,"allocated buffer size is not a multiple of the pointee's size"
Python-3.13.0b4,"Modules/_testcapimodule.c",224,"allocated buffer size is not a multiple of the pointee's size"
Python-3.13.0b4,"Modules/_testcapimodule.c",241,"allocated buffer size is not a multiple of the pointee's size"
Python-3.13.0b4,"Modules/_testlimitedcapi/dict.c",200,"allocated buffer size is not a multiple of the pointee's size"
Python-3.13.0b4,"Modules/_testlimitedcapi/heaptype_relative.c",229,"dereference of NULL 'def'"
Python-3.13.0b4,"Modules/_testsinglephase.c",294,"dereference of NULL 'state'"
Python-3.13.0b4,"Modules/_testsinglephase.c",254,"dereference of NULL 'state'"
Python-3.13.0b4,"Modules/arraymodule.c",942,"use of NULL where non-null expected"
Python-3.13.0b4,"Modules/arraymodule.c",865,"use of NULL where non-null expected"
Python-3.13.0b4,"Modules/expat/siphash.h",243,"use of uninitialized value '*H.buf[4]'"
Python-3.13.0b4,"Modules/expat/siphash.h",240,"use of uninitialized value '*H.buf[5]'"
Python-3.13.0b4,"Modules/expat/siphash.h",237,"use of uninitialized value '*H.buf[6]'"
Python-3.13.0b4,"Modules/expat/siphash.h",252,"use of uninitialized value '*H.buf[1]'"
Python-3.13.0b4,"Modules/expat/siphash.h",246,"use of uninitialized value '*H.buf[3]'"
Python-3.13.0b4,"Modules/expat/siphash.h",218,"use of uninitialized value '*H.buf[1]'"
Python-3.13.0b4,"Modules/expat/siphash.h",249,"use of uninitialized value '*H.buf[2]'"
Python-3.13.0b4,"Modules/expat/xmltok.c",1374,"use of uninitialized value 'utf8'"
Python-3.13.0b4,"Modules/expat/xmltok.c",392,"'memcpy' writing 2 or more bytes into a region of size 1 overflows the destination"
Python-3.13.0b4,"Modules/faulthandler.c",1149,"dereferencing pointer 'stop' to within stale stack frame"
Python-3.13.0b4,"Modules/faulthandler.c",996,"dereference of NULL '0'"
Python-3.13.0b4,"Modules/posixmodule.c",13398,"use of NULL 'path.narrow' where non-null expected"
Python-3.13.0b4,"Modules/posixmodule.c",12451,"use of NULL 'path.narrow' where non-null expected"
Python-3.13.0b4,"Modules/posixmodule.c",10505,"use of NULL 'dst.narrow' where non-null expected"
Python-3.13.0b4,"Modules/posixmodule.c",13675,"use of NULL 'path.narrow' where non-null expected"
Python-3.13.0b4,"Modules/posixmodule.c",10499,"use of NULL 'dst.narrow' where non-null expected"
Python-3.13.0b4,"Modules/posixmodule.c",10505,"use of NULL 'src.narrow' where non-null expected"
Python-3.13.0b4,"Modules/posixmodule.c",12520,"use of NULL 'path.narrow' where non-null expected"
Python-3.13.0b4,"Modules/posixmodule.c",12459,"use of NULL 'path.narrow' where non-null expected"
Python-3.13.0b4,"Modules/posixmodule.c",11221,"leak of file descriptor 'res'"
Python-3.13.0b4,"Modules/posixmodule.c",11220,"leak of file descriptor 'res'"
Python-3.13.0b4,"Modules/posixmodule.c",11040,"use of NULL 'path.narrow' where non-null expected"
Python-3.13.0b4,"Modules/posixmodule.c",10226,"use of NULL 'path.narrow' where non-null expected"
Python-3.13.0b4,"Modules/posixmodule.c",12528,"use of NULL 'path.narrow' where non-null expected"
Python-3.13.0b4,"Modules/posixmodule.c",12709,"use of NULL 'path.narrow' where non-null expected"
Python-3.13.0b4,"Modules/socketmodule.c",3624,"leak of file descriptor '*s.sock_fd'"
Python-3.13.0b4,"Modules/socketmodule.c",3625,"leak of file descriptor '*s.sock_fd'"
Python-3.13.0b4,"Modules/unicodedata.c",1043,"infinite loop"
Python-3.13.0b4,"Programs/_testembed.c",326,"use of possibly-NULL 'dynamic_xoption' where non-null expected"
Python-3.13.0b4,"Programs/_testembed.c",325,"use of possibly-NULL 'dynamic_once_warnoption' where non-null expected"
Python-3.13.0b4,"Python/sysmodule.c",2526,"leak of FILE 'from'"
Python-3.13.0b4,"Python/sysmodule.c",2526,"leak of 'from'"
Python-3.13.0b4,"Objects/bytesobject.c",135,"use of uninitialized value 'str'"
Python-3.13.0b4,"Objects/bytesobject.c",3489,"use of uninitialized value '&*writer.small_buffer'"
Python-3.13.0b4,"Objects/bytesobject.c",121,"use of uninitialized value '*str'"
Python-3.13.0b4,"Objects/memoryobject.c",624,"dereference of NULL '*mv.view.strides'"
Python-3.13.0b4,"Objects/memoryobject.c",624,"dereference of NULL '*mv.view.suboffsets'"
Python-3.13.0b4,"Objects/memoryobject.c",624,"dereference of NULL '*mv.view.shape'"
Python-3.13.0b4,"Objects/stringlib/transmogrify.h",319,"buffer overflow"
Python-3.13.0b4,"Parser/pegen.c",947,"check of 'interactive_src' for NULL after already dereferencing it"
Python-3.13.0b4,"Parser/tokenizer/string_tokenizer.c",88,"check of 'str' for NULL after already dereferencing it"
Python-3.13.0b4,"Programs/_freeze_module.c",113,"use of possibly-NULL 'filename' where non-null expected"
Python-3.13.0b4,"Programs/_freeze_module.c",136,"use of possibly-NULL 'varname' where non-null expected"
Python-3.13.0b4,"Python/ceval.c",1449,"dereference of NULL 'args'"
Python-3.13.0b4,"Python/ceval.c",2879,"check of 'exc' for NULL after already dereferencing it"
Python-3.13.0b4,"Python/gc_free_threading.c",98,"use of uninitialized value 'iter.next'"
Python-3.13.0b4,"Python/import.c",1763,"dereference of NULL 'cached'"
Python-3.13.0b4,"Python/import.c",3459,"dereference of NULL 'outer_link'"
Python-3.13.0b4,"Python/import.c",993,"dereference of NULL 'cached'"
Python-3.13.0b4,"Python/initconfig.c",2925,"use of uninitialized value 'opt_index'"
Python-3.13.0b4,"Python/perf_trampoline.c",369,"check of '_PyRuntime.ceval.perf.code_arena' for NULL after already dereferencing it"
Python-3.13.0b4,,,"dereferencing pointer '<unknown>' to within stale stack frame"
Python-3.13.0b4,,,"destination object is likely at address zero"
